Username,Repo_Name,Repo_Url,Stars
electron,electron,https://www.github.com/electron/electron,101000
microsoft,playwright,https://www.github.com/microsoft/playwright,35500
FiloSottile,mkcert,https://www.github.com/FiloSottile/mkcert,34300
iamadamdev,bypass-paywalls-chrome,https://www.github.com/iamadamdev/bypass-paywalls-chrome,24200
ovity,octotree,https://www.github.com/ovity/octotree,21900
segmentio,nightmare,https://www.github.com/segmentio/nightmare,19100
jaywcjlove,linux-command,https://www.github.com/jaywcjlove/linux-command,18200
checkly,headless-recorder,https://www.github.com/checkly/headless-recorder,14000
prisma-archive,chromeless,https://www.github.com/prisma-archive/chromeless,13200
google,WebFundamentals,https://www.github.com/google/WebFundamentals,12900
casesandberg,react-color,https://www.github.com/casesandberg/react-color,10500
GoogleChrome,chrome-extensions-samples,https://www.github.com/GoogleChrome/chrome-extensions-samples,9700
crimx,ext-saladict,https://www.github.com/crimx/ext-saladict,8800
uBlock-LLC,uBlock,https://www.github.com/uBlock-LLC/uBlock,8100
gildas-lormeau,SingleFile,https://www.github.com/gildas-lormeau/SingleFile,7700
MetaMask,metamask-extension,https://www.github.com/MetaMask/metamask-extension,7500
chromedp,chromedp,https://www.github.com/chromedp/chromedp,7400
alvarcarto,url-to-pdf-api,https://www.github.com/alvarcarto/url-to-pdf-api,6600
kangvcar,InfoSpider,https://www.github.com/kangvcar/InfoSpider,6100
Kenshin,simpread,https://www.github.com/Kenshin/simpread,5700
yujiosaka,headless-chrome-crawler,https://www.github.com/yujiosaka/headless-chrome-crawler,5200
MontFerret,ferret,https://www.github.com/MontFerret/ferret,4900
firefox-devtools,debugger,https://www.github.com/firefox-devtools/debugger,4600
themerdev,themer,https://www.github.com/themerdev/themer,4600
burtonator,polar-bookshelf,https://www.github.com/burtonator/polar-bookshelf,4400
ajayyy,SponsorBlock,https://www.github.com/ajayyy/SponsorBlock,4400
nieweidong,fetool,https://www.github.com/nieweidong/fetool,4300
moonD4rk,HackBrowserData,https://www.github.com/moonD4rk/HackBrowserData,4300
browserless,chrome,https://www.github.com/browserless/chrome,4300
alyssaxuu,omni,https://www.github.com/alyssaxuu/omni,4100
