Username,Repo_Name,Repo_Url,Stars
babel,babel,https://www.github.com/babel/babel,40600
nylas,nylas-mail,https://www.github.com/nylas/nylas-mail,24700
kriasoft,react-starter-kit,https://www.github.com/kriasoft/react-starter-kit,21100
swc-project,swc,https://www.github.com/swc-project/swc,21100
avajs,ava,https://www.github.com/avajs/ava,19700
electron-react-boilerplate,electron-react-boilerplate,https://www.github.com/electron-react-boilerplate/electron-react-boilerplate,19200
SimulatedGREG,electron-vue,https://www.github.com/SimulatedGREG/electron-vue,14800
grab,front-end-guide,https://www.github.com/grab/front-end-guide,14300
jamiebuilds,babel-handbook,https://www.github.com/jamiebuilds/babel-handbook,10800
grommet,grommet,https://www.github.com/grommet/grommet,7800
developit,htm,https://www.github.com/developit/htm,7500
angular-fullstack,generator-angular-fullstack,https://www.github.com/angular-fullstack/generator-angular-fullstack,6100
ben-rogerson,twin.macro,https://www.github.com/ben-rogerson/twin.macro,5500
documentationjs,documentation,https://www.github.com/documentationjs/documentation,5500
insin,nwb,https://www.github.com/insin/nwb,5400
egoist,poi,https://www.github.com/egoist/poi,5300
thinkjs,thinkjs,https://www.github.com/thinkjs/thinkjs,5300
transitive-bullshit,create-react-library,https://www.github.com/transitive-bullshit/create-react-library,4600
babel,babel-loader,https://www.github.com/babel/babel-loader,4600
fkling,astexplorer,https://www.github.com/fkling/astexplorer,4500
duxianwei520,react,https://www.github.com/duxianwei520/react,4500
jaredpalmer,backpack,https://www.github.com/jaredpalmer/backpack,4500
babel,minify,https://www.github.com/babel/minify,4300
tleunen,babel-plugin-module-resolver,https://www.github.com/tleunen/babel-plugin-module-resolver,3200
thx,gogocode,https://www.github.com/thx/gogocode,3000
andywer,webpack-blocks,https://www.github.com/andywer/webpack-blocks,3000
babel,babel-eslint,https://www.github.com/babel/babel-eslint,3000
kunalkapadia,express-mongoose-es6-rest-api,https://www.github.com/kunalkapadia/express-mongoose-es6-rest-api,2800
privatenumber,esbuild-loader,https://www.github.com/privatenumber/esbuild-loader,2800
uidotdev,react-course,https://www.github.com/uidotdev/react-course,2500
